id,name,genre,url,popularity,acousticness,danceability,energy,instrumentalness,liveness,speechiness,duration_ms,key,loadness,mode,tempo,valence,available_market,release_date,explicit,idx
2472dNrjvduGFp6EsfZz0N,Cathedral,punk-rock,https://open.spotify.com/track/2472dNrjvduGFp6EsfZz0N,48.0,0.531,0.39,0.573,0.769,0.10400000000000001,0.0264,184309.0,5.0,-7.55,1.0,169.81099999999995,0.428,45.0,2019-10-18,0.0,8642
27IRo2rYeizhRMDaNVplNM,Hook,alternative,https://open.spotify.com/track/27IRo2rYeizhRMDaNVplNM,61.0,0.0369,0.562,0.742,1.47e-06,0.102,0.0346,289200.0,9.0,-6.355,1.0,165.6,0.7929999999999999,79.0,1994-01-01,0.0,333
27IRo2rYeizhRMDaNVplNM,Hook,blues,https://open.spotify.com/track/27IRo2rYeizhRMDaNVplNM,61.0,0.0369,0.562,0.742,1.47e-06,0.102,0.0346,289200.0,9.0,-6.355,1.0,165.6,0.7929999999999999,79.0,1994-01-01,0.0,807
2AM9WtRMloKC0k4dl4Uvg7,Give You Up,dub,https://open.spotify.com/track/2AM9WtRMloKC0k4dl4Uvg7,42.0,0.00242,0.488,0.8759999999999999,3.45e-05,0.295,0.18600000000000005,192413.0,2.0,-3.1910000000000003,1.0,174.03900000000004,0.0586,79.0,2019-12-10,0.0,2874
2AM9WtRMloKC0k4dl4Uvg7,Give You Up,dubstep,https://open.spotify.com/track/2AM9WtRMloKC0k4dl4Uvg7,42.0,0.00242,0.488,0.8759999999999999,3.45e-05,0.295,0.18600000000000005,192413.0,2.0,-3.1910000000000003,1.0,174.03900000000004,0.0586,79.0,2019-12-10,0.0,2974
2AT8iROs4FQueDv2c8q2KE,R U Mine?,indie,https://open.spotify.com/track/2AT8iROs4FQueDv2c8q2KE,76.0,0.0061600000000000005,0.28800000000000003,0.758,0.0,0.303,0.0371,201726.0,6.0,-5.692,0.0,97.094,0.619,77.0,2013-09-09,0.0,5651
2AT8iROs4FQueDv2c8q2KE,R U Mine?,rock,https://open.spotify.com/track/2AT8iROs4FQueDv2c8q2KE,76.0,0.0061600000000000005,0.28800000000000003,0.758,0.0,0.303,0.0371,201726.0,6.0,-5.692,0.0,97.094,0.619,77.0,2013-09-09,0.0,9015
2BrfJdTXohQRtWBKsBTIp0,Por Amar A Ciegas,reggae,https://open.spotify.com/track/2BrfJdTXohQRtWBKsBTIp0,63.0,0.0461,0.564,0.684,0.000718,0.335,0.0348,234026.0,7.0,-4.718999999999999,0.0,119.99,0.40399999999999997,79.0,2008-12-09,0.0,8878
2BrfJdTXohQRtWBKsBTIp0,Por Amar A Ciegas,reggaeton,https://open.spotify.com/track/2BrfJdTXohQRtWBKsBTIp0,63.0,0.0461,0.564,0.684,0.000718,0.335,0.0348,234026.0,7.0,-4.718999999999999,0.0,119.99,0.40399999999999997,79.0,2008-12-09,0.0,8968
2D1fp00miwS8jRvUpvj06Q,"一起走過的日子 - 電影""至尊無上II之永霸天下"" 歌曲",cantopop,https://open.spotify.com/track/2D1fp00miwS8jRvUpvj06Q,47.0,0.184,0.633,0.48,0.00236,0.12300000000000001,0.0266,232426.0,4.0,-12.042,0.0,136.2,0.4970000000000001,79.0,2000-10-01,0.0,1226
2D1fp00miwS8jRvUpvj06Q,"一起走過的日子 - 電影""至尊無上II之永霸天下"" 歌曲",mandopop,https://open.spotify.com/track/2D1fp00miwS8jRvUpvj06Q,47.0,0.184,0.633,0.48,0.00236,0.12300000000000001,0.0266,232426.0,4.0,-12.042,0.0,136.2,0.4970000000000001,79.0,2000-10-01,0.0,7002
