id,name,genre,url,popularity,acousticness,danceability,energy,instrumentalness,liveness,speechiness,duration_ms,key,loudness,mode,tempo,valence,available_market,release_date,explicit,idx
3WdwfxDcyAe6m25InJuW91,Kill for Satan,black-metal,https://open.spotify.com/track/3WdwfxDcyAe6m25InJuW91,30.0,1.8e-05,0.175,0.979,0.873,0.324,0.0985,294893.0,2.0,-5.339,1.0,101.456,0.076,79.0,2016-02-26,0.0,646
1Ob8s3qL4mrugo3fPnG3ld,Demonium,black-metal,https://open.spotify.com/track/1Ob8s3qL4mrugo3fPnG3ld,26.0,0.0,0.182,0.985,0.855,0.258,0.0953,236213.0,1.0,-6.395,0.0,140.41899999999998,0.0671,79.0,2002-02-04,0.0,647
5gVcArTwBAbIcBmbQGWDxu,Watchers,black-metal,https://open.spotify.com/track/5gVcArTwBAbIcBmbQGWDxu,32.0,0.00173,0.381,0.967,0.519,0.387,0.0882,379146.0,6.0,-6.305,0.0,124.972,0.119,79.0,2014-06-10,0.0,648
5wVXPyB9AjTG1UHFrvYDWe,Река,black-metal,https://open.spotify.com/track/5wVXPyB9AjTG1UHFrvYDWe,30.0,5.71e-06,0.475,0.978,0.00086,0.4970000000000001,0.0615,293955.0,2.0,-1.778,1.0,120.041,0.192,79.0,2016-10-05,0.0,649
3ejrv9IbaXAVYcRJVbzmZN,Outlaw,black-metal,https://open.spotify.com/track/3ejrv9IbaXAVYcRJVbzmZN,25.0,8.85e-06,0.159,0.989,0.815,0.365,0.113,307120.0,0.0,-6.731,1.0,95.127,0.119,79.0,2013-08-20,0.0,650
0Ysw4ZlW9CZDIL2f9OK4DD,Dance of the Mortal Lust,black-metal,https://open.spotify.com/track/0Ysw4ZlW9CZDIL2f9OK4DD,26.0,3.02e-06,0.248,0.921,0.948,0.0521,0.0731,344006.0,5.0,-4.723,1.0,167.905,0.147,79.0,2002-06-12,0.0,651
1FElsTS4CQ0WvdlVqpQ68s,...And The Great Cold Death Of The Earth,black-metal,https://open.spotify.com/track/1FElsTS4CQ0WvdlVqpQ68s,24.0,0.122,0.244,0.569,0.14,0.177,0.0319,434517.0,0.0,-7.602,1.0,139.319,0.0396,78.0,2016-07-15,0.0,653
2BDppQPBeNhDDDMapdskil,The Maelstrom Mephisto,black-metal,https://open.spotify.com/track/2BDppQPBeNhDDDMapdskil,29.0,2.63e-06,0.227,0.983,0.487,0.309,0.135,282357.0,4.0,-2.471,1.0,120.218,0.182,79.0,2001-03-12,0.0,654
4aFgPxT5Z8jNELbAhdmegi,Year of the Cadaver Race,black-metal,https://open.spotify.com/track/4aFgPxT5Z8jNELbAhdmegi,29.0,8.36e-06,0.236,0.962,0.0547,0.469,0.129,272893.0,6.0,-3.943,1.0,119.934,0.274,79.0,2005-07-13,1.0,655
6z8KgGwhwJPSq948Vk3mWk,M-16,black-metal,https://open.spotify.com/track/6z8KgGwhwJPSq948Vk3mWk,42.0,3.48e-05,0.307,0.947,0.931,0.152,0.0489,289133.0,2.0,-6.4289999999999985,1.0,140.901,0.276,78.0,2001-10-22,0.0,656
